,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.736836581709154,,,22.541666666666664,,,,,,,,,37.25,21.35,,,,,,,,,19.96666666666667,41.9,32.0,,,,,,,,45.1,,,,,,,,60.13333333333333,36.38333333333333,22.572222222222223,,40.66666666666667,,,28.566666666666663,,42.63333333333333,,,,,,,,,,,,,,,48.96666666666667,,72.41666666666667,29.48888888888889,,,,,,66.86666666666666,73.80555555555556,,,,24.883333333333333,55.98888888888888,,72.65,51.63333333333333,,,,,,,32.26111111111111,,,90.86666666666666,,,,,,,60.349999999999994,,,,,,,35.38333333333334,,,,,57.833333333333336,34.96666666666666,48.083333333333336,,,,,,,74.45,,,,24.34583333333333,,,,,,,98.85333333333335,,,,,59.38333333333333,67.8768115942029,,73.91666666666666,74.1,51.68958333333333,,25.366666666666667,50.305555555555564,,,51.516666666666666,,,38.80833333333334,38.333333333333336,,,,20.041666666666664,,33.35,,,42.695238095238096,56.64722222222222,90.89999999999999,37.33958333333334,,39.675,,,9.0,48.34285714285714,,,,,,,,,,,44.43333333333333,,,,,35.45833333333333,,,,,,,,,,,47.5,,,,,,,,,44.63333333333333,,,,,41.416666666666664,,,48.666666666666664,,,,,,,,,35.516666666666666,,64.38333333333334,,,50.99166666666667,38.74,44.86875,28.693589743589744,,47.13333333333333,47.57777777777778,,29.26111111111111,105.13000000000002,37.32222222222222,44.18666666666667,,,,12.216666666666667,19.75,,33.28888888888889,,,39.13333333333333,,20.333333333333332,,,,75.95833333333333,,,,,,36.86666666666667,,,0.21204819277108436,22.042483660130728
2,,189.46666666666667,8.673809523809522,,,,,39.53333333333333,,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.11666666666666,,,,,,,,,,,,,,31.616666666666667,,,,,,30.016666666666666,,,,,,,,,,,12.433333333333334,,,,,,,,,,,,,,,,16.5,,36.416666666666664,,,,,,,,,,33.61666666666667,,,,,,,,,,15.25,,,,,,,19.894444444444446,,,,,,,,54.2,,,,,18.25,32.766666666666666,,24.55,,26.811111111111114,57.9,36.28333333333333,,9.45,,,,,,,,,,,,,,,26.366666666666667,38.5,8.533333333333333,14.683333333333334,,,,,,39.75,,,,,,,,,,16.65,,,,,,74.00833333333333,,,,,,,,,,,,,,,4.533333333333333,,,,,,,,,,68.46666666666667,,,,,13.0,,,,,,,,,,,,,,41.833333333333336,50.233333333333334,,,,,,22.594444444444445,,51.88333333333333,,,,,,,,,,,,,,,,37.475,,,,,,,,27.533333333333335,,9.616666666666667
3,,,,5.117907801418438,39.36666666666667,,,41.92179487179487,,,,,,,,10.316666666666666,,49.975,16.826190476190476,,17.461111111111112,,,,,73.99166666666666,96.35,,,,,12.65,7.552380952380952,78.51666666666667,,61.79166666666667,,,46.3,45.40833333333334,,34.266666666666666,32.2173076923077,45.81666666666666,,48.0,15.641666666666666,26.025,46.2111111111111,,38.46666666666667,10.766666666666671,,,,,,,3.1333333333333333,93.43333333333334,15.841666666666667,61.88333333333333,,,,61.266666666666666,,,51.52333333333333,35.08222222222222,18.816666666666666,45.13333333333333,,,28.94166666666667,35.82666666666667,51.45333333333333,34.13333333333333,23.224999999999998,44.05,,9.939890710382516,36.0,,,,,,,48.666666666666664,62.46,48.650000000000006,43.083333333333336,23.6625,19.083333333333336,24.866666666666667,,63.016666666666666,24.9,,44.86666666666667,,,,,,,49.725,,,,,,62.43333333333333,,101.48333333333333,34.74583333333333,58.27222222222222,,32.23166666666667,,18.033333333333335,,93.9,,64.65,23.245238095238097,35.9375,,38.7,29.033333333333335,,28.18958333333333,,,,28.864583333333336,50.65416666666667,32.1,40.05,43.08888888888889,61.93888888888889,37.54523809523808,,,,37.33627450980392,19.116666666666667,,,,,44.64666666666667,22.25,,,,,53.68333333333333,36.443333333333335,,46.589999999999996,54.45666666666666,80.51666666666667,56.76388888888889,,45.06111111111111,19.89375,26.45042735042735,27.140000000000004,50.55555555555555,,,35.78333333333333,17.77631578947369,,,47.43333333333333,,33.0375,,73.96666666666667,13.893333333333334,10.443750000000001,12.508333333333333,10.915151515151518,62.11833333333334,,72.75000000000001,62.9,,34.583333333333336,21.25,33.69444444444444,,67.03333333333333,35.75,,,,30.396666666666665,48.8,35.266666666666666,50.33888888888888,,43.461111111111116,,,10.193589743589744,76.68333333333334,,65.48333333333333,17.303703703703704,16.128070175438598,,,,,58.58333333333333,,33.47222222222223,,,,36.20833333333333,,32.21388888888889,37.7,74.18333333333334,39.59583333333333,42.3,61.8,48.05833333333334,63.0420634920635,66.22,28.27916666666667,39.03333333333333,51.67999999999999,,33.075,9.0,18.657936507936512,13.151315789473685,25.991666666666667,45.07272727272726,,53.69166666666666,29.625,15.65238095238095,57.9,13.400000000000004,72.26666666666667,,,13.271428571428572,,,,,15.977333333333336,,,,,,16.54375
4,,43.614058956916104,,36.876666666666665,4.233412509897051,38.46666666666667,36.215,24.577875816993462,27.71666666666667,25.933333333333334,46.54083333333333,34.35777777777778,12.516515151515145,14.478548593350393,26.549004975124372,32.07222222222222,40.4375,21.117760342368033,38.290000000000006,33.858333333333334,40.37222222222222,37.01111111111111,36.16470588235295,28.45,27.49091954022987,18.734502103786802,31.68235294117647,,35.541666666666664,63.01388888888889,,45.422222222222224,33.49615384615384,16.267776236708276,17.91,39.58186274509803,25.366274509803905,23.15339253187612,56.68888888888889,49.00333333333334,19.7016129032258,26.684353741496565,23.458572231590804,24.653351449275373,46.5,11.319466403162041,37.86111111111111,39.60555555555555,22.202508204406946,25.806860632183913,23.921587926509186,40.819607843137256,17.562003454231427,37.13333333333333,19.044230769230772,43.373255813953485,27.620000000000005,34.39333333333333,35.05,,36.4015873015873,26.431346153846164,28.717241379310355,40.18333333333334,38.925,16.43019645120404,16.91952662721896,35.27187500000001,18.1540617796219,28.088172043010758,27.698611111111116,38.19682539682539,44.809047619047625,29.86481481481481,21.135725490196073,19.775822185061305,44.5546875,43.031481481481485,31.532222222222224,5.321115464869922,17.518034993270525,37.96282051282051,25.242411924119253,27.781041666666674,53.00833333333333,37.06095238095239,62.60277777777778,11.363649237472796,9.578136469803148,31.01446173800261,14.075677586613267,50.28916666666666,34.11975308641975,28.86228070175439,29.23131313131313,28.62460317460317,28.895833333333332,20.856166056166067,35.05,,20.759175141242956,44.666666666666664,34.96319444444445,,,,23.45084388185653,7.794791666666624,32.40833333333333,,,30.73888888888889,19.785053897180763,9.804363827549961,8.712077015334541,,30.126706827309235,61.58461538461539,33.75333333333333,22.250611620795112,23.647222222222222,29.474999999999994,,38.50119047619047,48.791666666666664,13.43175450300199,26.577500000000004,27.149249249249234,27.694444444444443,27.113960113960125,37.98943089430894,35.204166666666666,48.10602874167541,27.25792079207922,42.4511111111111,27.352564102564102,30.82,9.4218951184449,27.374449233716494,31.816666666666666,14.858626320845337,16.252041785375148,24.992596899224797,26.18420843277645,10.330711908004202,20.11783707865169,21.37604166666666,27.879607843137258,6.755597065847856,38.03125,40.98939393939394,27.61079365079366,30.423009950248755,35.3962962962963,47.03333333333333,35.35,48.38333333333333,21.13529411764706,16.133323000619963,30.68963963963964,23.816666666666663,19.591782466975456,14.833911836167967,21.494185662371976,16.582612397820157,35.41274509803922,29.969662921348306,32.05163170163169,22.600416666666653,55.44494949494948,13.476344587452566,25.46,,33.830158730158736,35.94509803921568,43.236666666666665,41.875,32.91190476190477,26.5560606060606,24.103240740740734,38.593333333333334,24.972735507246394,35.998290598290595,36.495,,32.686458333333334,18.09204457364338,48.43333333333333,28.91908713692946,24.682424242424233,27.81111111111111,42.87777777777777,32.257407407407406,21.03781094527364,22.06291666666667,22.158558558558546,26.128571428571426,33.34254385964912,27.2630681818182,,36.77826086956522,45.7537037037037,25.54031007751938,54.0,,50.59444444444444,43.50666666666666,,38.93536585365853,11.457321428571424,38.15476190476191,11.504621184482549,33.324509803921565,33.831007751937996,34.2,69.25634920634923,46.795370370370364,15.350238095238092,54.13055555555555,44.59871794871795,34.229629629629635,34.7,47.342592592592595,27.358894645941294,4.9480487804878015,26.424689589302773,23.352374301675976,40.086349206349205,24.78438596491228,14.160600676818953,21.30425327174748,15.343944687045134,6.248590518030379,11.308597172441265,12.80645859738069,31.75185185185185,21.688372456964025,19.921570910973085,26.228732256485554,26.314839572192543,31.690740740740743,39.41444444444445,34.21666666666666,28.393205944798304,28.37935153583617,49.891666666666666,20.55287414965991,28.13712121212121,29.744444444444444,12.993839849523074,76.68284313725488,28.441666666666666,37.27777777777778,,38.06190476190477,16.950161681487483,14.06700046040516,24.28840579710145,40.47435897435897,33.57222222222222,25.203436426116852,13.93314984709481,17.375360750360784,18.146697530864202,4.662322274881515,37.8282196969697
5,,,,,,1.7767676767676766,25.933333333333334,,,,,22.466666666666665,,56.28333333333333,36.794444444444444,,,,,,,,,27.725,,,,,,,,,,,,,,,,,,,,,,,,,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81666666666666,,,,,,,,,,,,,,,,,,,49.5,,,,,,,,,,65.31666666666666,,,,,,,,,,,27.005555555555556,,,,,,,,,,,,,,,,,,,,,,,46.96666666666667,,,,,,,,,,,,,,,,,,,,,76.11666666666666,82.05833333333334,81.08333333333333,,,,,,60.81666666666667,,,101.38333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.36767676767676,,72.97222222222221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.266666666666667
6,,31.25,,,6.716666666666667,,1.4945482866043607,,,,,9.505555555555556,,28.316666666666666,7.85,,,,,,,,56.86666666666667,11.45,,28.241666666666667,,,,21.216666666666665,,,,44.38333333333333,,72.71666666666667,,,,,,67.15,,,,,,,49.05666666666666,,49.93333333333334,,,,,15.266666666666667,,,,,,,,,,39.0,,,74.23888888888888,,,38.833333333333336,,,,46.65,,,,34.4,24.5,,,,35.15833333333333,,,30.15,,,25.433333333333334,,,,,,,,,,,,,,,,,48.38333333333333,6.233333333333333,20.791666666666664,,,,,,4.711111111111111,,,16.066666666666666,,,,,,20.15,,,,,,,,40.1025641025641,15.85,,,,,29.825,,,,,,11.866666666666667,,,,7.35,,13.9,,,,,34.7,14.533333333333333,,,,,,,64.43333333333334,,,,,,,,,16.538888888888888,41.36666666666667,,,9.916666666666666,,,,,27.0,,,,,,16.633333333333333,,,,,,,,18.791666666666668,,,,,,,,,19.666666666666668,,14.662499999999998,,,29.3,,,,,21.472222222222218,,,,,,46.31666666666667,5.972727272727273,,,,,30.725,,8.816666666666666,6.75,51.6125,38.93333333333333,,,26.975,,18.633333333333336,49.733333333333334,56.13333333333333,,,,,,,,48.06666666666667,,,,,,,,,,,20.8,,,,29.316666666666666,,,,54.51666666666667
7,,49.050833333333344,58.86666666666667,33.02777777777778,22.865503875968994,59.8,27.45,4.850288350634395,8.117108167770425,26.889351851851863,26.700000000000003,38.0125,27.14666666666667,34.272807017543855,38.168027210884354,21.290740740740738,25.786434108527125,23.780289855072457,28.99305555555556,24.410000000000004,23.020370370370372,34.49130434782609,35.80119047619048,45.08888888888888,25.630180180180176,31.99479166666666,28.05777777777778,55.28333333333333,22.63713235294118,46.416666666666664,,29.736666666666668,22.96282051282051,28.710353535353537,27.835507246376814,36.34555555555555,24.795422535211262,24.40968063872256,31.476190476190474,42.067708333333336,29.570000000000004,22.59414251207731,20.815805658056583,20.27228212039534,,28.557828282828275,30.916666666666668,33.83518518518519,23.37914171656681,24.623364485981305,26.971282051282053,29.509999999999998,24.55833333333333,19.77617283950618,22.380555555555556,51.21818181818182,18.218554829339137,16.415873015873018,27.133333333333333,27.13888888888889,27.409375,30.00995024875622,32.95104166666667,68.82254901960786,29.749999999999993,30.14050632911391,29.658854166666668,39.49102564102563,28.30736368746485,22.015833333333337,12.376858345021041,48.607575757575766,45.65416666666667,21.87864583333333,17.80073409461663,21.620343137254885,31.3459595959596,34.96666666666667,25.253030303030304,23.247610180012416,19.465751633986923,27.816666666666677,15.927484926787262,13.22885882761012,57.78333333333333,38.67333333333333,61.695238095238096,28.04383259911895,30.963227513227526,38.08703703703705,25.600824742268053,53.56666666666666,18.20093833780161,17.263063063063065,34.354166666666664,19.996088733216574,23.965789473684207,29.418750000000003,25.51954022988506,,25.98736513344689,32.64404761904762,25.09454545454546,,,,31.553968253968247,22.853185703185687,41.611111111111114,42.21666666666667,,,15.471561969439747,29.566558441558453,27.985642570281104,,22.525809523809517,50.076515151515146,,18.602777777777778,34.18,21.072222222222216,28.750574712643672,36.29333333333334,34.03125,28.033068783068785,18.720940170940175,26.14135802469136,22.066666666666666,11.871566803126148,25.804591836734687,24.413513513513514,33.804726368159216,29.100000000000005,21.918666666666663,18.539711934156383,23.14074074074074,21.71933037365886,13.275925925925934,35.125438596491236,17.024776163217386,15.109172037679727,22.261328443357787,24.94144385026738,28.43229166666666,9.356688252223952,5.523280423280405,19.263440860215052,24.537547169811333,56.23939393939394,52.45,25.73256880733944,34.67045454545457,27.083333333333332,46.458333333333336,50.7875,,16.640730337078658,37.44154589371979,21.87932098765432,19.804978354978356,21.680041694097,17.63016451673213,19.68965686274509,23.883549471661876,39.341666666666676,27.19604519774012,24.13405797101449,15.491943127962088,23.243055555555557,22.151579301075255,20.602802359882002,52.49444444444445,17.77112135176651,33.4948717948718,22.77719298245614,48.71666666666667,36.732098765432106,34.44166666666667,6.0490670188628135,37.02222222222222,32.12006369426753,25.87009803921569,26.974242424242423,,25.50666666666666,29.088446655610856,42.75,44.165277777777774,29.44012345679012,31.866666666666667,32.259009009009006,20.863589743589756,5.279545118069445,20.016176470588242,32.30238095238094,21.800135501355005,25.751333333333335,22.27423664122137,,32.52121212121212,51.547222222222224,8.79328703703703,32.90185185185185,77.75,31.423076923076927,,8.928270042194093,29.07954545454545,32.663782051282055,46.95606060606062,28.581851851851848,19.373484848484846,16.065277777777784,34.28333333333333,28.17072072072072,25.666804407713496,23.596031746031745,31.11296296296296,35.420512820512826,28.922727272727276,52.0,37.88333333333333,8.327488093282971,22.506547619047623,27.837731481481487,9.066626454345602,35.185964912280696,31.133333333333344,14.438565613026816,21.53109629629631,31.933464566929143,22.152312138728323,17.519012547735937,25.831312243702413,27.473417721518995,19.72411477411475,14.911804623415337,25.715244596131974,24.749763257575754,32.07222222222222,24.013492063492066,26.108695652173918,26.56352201257862,26.90822784810131,,27.967138364779867,31.678502415458944,22.696212121212124,28.67056159420292,21.416666666666664,45.833333333333336,19.48728395061728,17.752777777777776,30.53571428571428,20.423463356974,21.173999999999992,33.205263157894734,28.567663817663806,31.31153846153846,9.24897674418605,32.08411949685534,19.00242424242425,17.88382756727073,4.758590308370045,38.45645161290323
8,,67.52333333333334,,,,,,8.426785714285712,10.461616161616163,,,,,39.583333333333336,,,,33.28333333333333,,,,,,,23.533333333333335,,,,,,,,14.233333333333333,,,,,,,,,14.493939393939394,14.353846153846156,21.723333333333336,,,,,23.45350877192983,,35.916666666666664,19.9,,,,45.46666666666667,14.083333333333334,,,,,,,,,,,,39.78333333333333,14.916666666666666,4.366666666666666,,,,11.844444444444443,16.46875,,,,28.241666666666667,,,,,,,,35.575,27.75,,27.666666666666668,,,15.238888888888889,,32.09166666666667,,,30.9,,25.270833333333336,,,,,,,31.20333333333333,,,,,13.4,20.22083333333334,40.56666666666667,,21.387037037037036,,,,13.255555555555555,,,,,,,23.691666666666666,,11.375,18.583333333333332,,40.15897435897436,32.166666666666664,11.983333333333334,,,26.254166666666663,16.223611111111108,,17.47314814814815,17.770833333333332,27.759259259259256,32.36666666666667,28.375,10.548,11.713492063492065,,,,,22.91944444444444,26.8,,,,,,31.85,,,25.411458333333332,26.65,38.18958333333333,28.577777777777772,,18.449074074074076,14.233333333333333,,,20.863333333333337,20.016666666666666,,19.458333333333332,,,,,,4.961702127659575,,,,21.666666666666668,,,26.95,,,,,63.05,,7.1773333333333325,8.108333333333334,,,43.71666666666667,,,17.65,,11.044444444444444,,,,,,,24.016666666666666,,,,,,,18.566666666666666,,,,,,,6.6640625,39.95,20.85,16.616666666666667,,,16.32962962962963,35.79444444444445,39.829166666666666,22.416666666666668,21.78333333333333,20.728431372549018,,15.491333333333335,21.602083333333333,20.9258064516129,24.52792792792792,,,34.833333333333336,30.895833333333332,15.640476190476189,,53.516666666666666,,27.066666666666666,31.21666666666667,,,,,,27.7,,,,,14.34074074074074,,14.047368421052633,12.319166666666664,0.0,40.73875968992248
9,,,,,,,,27.123333333333335,,3.4374551971326155,24.130000000000003,,,,,10.236666666666668,5.66474358974359,22.722222222222225,,43.713888888888896,,64.81666666666666,,,,38.324999999999996,61.51666666666667,,18.708333333333332,,,,,,,,,,26.763888888888886,38.516666666666666,,,,,,,,,62.36666666666667,77.98333333333333,45.44761904761905,33.45,,21.485416666666666,,44.766666666666666,10.530833333333332,,,,25.783333333333335,28.666666666666668,,26.775,19.191666666666666,43.5625,,,,,14.29916666666667,40.233333333333334,,13.229166666666664,,,87.28333333333333,,23.816666666666666,56.2,,,16.313333333333336,24.334615384615383,,,57.66111111111112,37.7,,86.01666666666667,,46.516666666666666,14.353333333333332,19.755555555555553,,14.912,,,4.3,,,23.105555555555554,19.71111111111111,,,,,25.8,,,,,25.966666666666665,,,,32.56666666666667,,,,,10.583333333333332,16.17083333333333,,25.5,,,,,22.965000000000003,17.49375,10.186666666666667,28.98125,,20.427777777777777,18.869841269841267,,21.46666666666667,18.701190476190476,,,57.733333333333334,,,,46.65833333333333,,,,,,,,,,,,26.883333333333333,,,15.233333333333333,48.483333333333334,45.93333333333334,,52.61666666666667,41.63333333333333,,,,,55.81111111111111,9.376190476190475,,18.188888888888886,,12.118518518518519,,19.76590909090909,,18.433333333333334,,,,,,,,,,,,17.20138888888889,4.938888888888889,27.1,,44.18333333333333,10.967094017094016,28.339215686274514,24.616666666666667,,,62.15,,18.783333333333335,,23.937037037037033,,,,,,,,,,18.577083333333334,24.06602564102564,,32.858333333333334,43.80833333333334,,,31.6,26.120833333333334,,52.9,27.322222222222223,,,24.733333333333334,,66.93333333333334,,,56.81666666666666,21.683333333333334,,47.48333333333334,58.18333333333333,70.15,,,,,40.266666666666666,,,,,,,,16.172222222222224,12.4,,,,47.54166666666667,30.236868686868686,,22.82916666666667,,31.083333333333332,,8.666666666666666,30.70740740740741
